Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_headinf_type,Type d'infection de la tête et du cou,"1, otite moyenne chronique suppurée | 2, sinusite | 3, mastoïdite | 4, infection orbitale | 5, Infection dentaire | 6, Complication intracrânienne (par exemple thrombose des sinus veineux cérébraux) | 88, autre",,,1,0,0,,,0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_headinf_type_oth,Spécifiez un autre type,,,,1,0,0,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,medic_headinj,Antécédents de traumatisme crânien récent (dans les 3 mois),"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_neuroproc,"Intervention/chirurgie neurochirurgicale récente (par exemple, shunt VP, MVE) dans les 30 jours","1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_neuroproc_date,Date de l'intervention neurochirurgicale,,,,1,0,0,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf,Le patient est-il connu pour avoir des infections antérieures avec ce pathogène?,"1, Oui | 0, Non | 99, Inconnu",Défini comme un diagnostic précédent avec le même pathogène dans un épisode clinique distinct de cette présentation ou de cette admission.,"Indiquez «oui», si le patient a déjà été infecté par le même pathogène.",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_firstadm,Si oui: le patient a-t-il jamais été hospitalisé dans un épisode précédent de la même infection?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",Cela fait référence aux antécédents des antécédents d'infection par le patient avec le même pathogène et si le patient a été admis à l'hôpital ou aux soins intensifs.,Indiquez «oui» si le patient a été admis à l'hôpital ou aux soins intensifs pour une infection par le même agent pathogène.,1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_infstartdate,Quand cet épisode antérieur a-t-il commencé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a commencé.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_infenddate,Quand cet épisode antérieur s'est-il terminé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a pris fin.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_labtest,L'épisode précédent a-t-il été confirmé par des tests en laboratoire?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la confirmation de l'épisode d'infection précédent par un test de laboratoire.,"Indiquez «oui», si l'épisode précédent a été confirmé par des tests de laboratoire.",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2,Le patient est-il connu pour avoir eu une infection avant le dernier signalé avec cet agent pathogène?,"1, Oui | 0, Non | 99, Inconnu",Défini comme un diagnostic précédent avec le même pathogène dans un épisode clinique avant la dernière infection signalée.,"Indiquez «oui», si le patient a déjà eu une infection par le même pathogène dans un épisode clinique avant la dernière infection signalée.",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_adm,Si oui: le patient a-t-il jamais été hospitalisé dans cet épisode précédent de la même infection?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",Cela fait référence aux antécédents d'infection du patient par le même pathogène et si le patient a jamais été admis à l'hôpital ou aux soins intensifs.,Indiquez «oui» si le patient a été admis à l'hôpital ou aux soins intensifs pour une infection par le même pathogène dans un épisode clinique avant la dernière infection signalée.,1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_startdate,Quand cet épisode précédent a-t-il commencé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a commencé.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_enddate,Quand cet épisode précédent s'est-il terminé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a pris fin.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3,Le patient est-il connu pour avoir eu une infection avant le dernier signalé avec cet agent pathogène?,"1, Oui | 0, Non | 99, Inconnu",Défini comme un diagnostic précédent avec le même pathogène dans un épisode clinique avant la dernière infection signalée.,"Indiquez «oui», si le patient a déjà eu une infection par le même pathogène dans un épisode clinique avant la dernière infection signalée.",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_adm,Si oui: le patient a-t-il jamais été hospitalisé dans cet épisode précédent de la même infection?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",Cela fait référence aux antécédents d'infection du patient par le même pathogène et si le patient a jamais été admis à l'hôpital ou aux soins intensifs.,Indiquez «oui» si le patient a été admis à l'hôpital ou aux soins intensifs pour une infection par le même pathogène dans un épisode clinique avant la dernière infection signalée.,1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_startdate,Quand cet épisode précédent a-t-il commencé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a commencé.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_enddate,Quand cet épisode précédent s'est-il terminé ?,,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a pris fin.",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_cpoxpast,Connu pour avoir une infection précédente de la varicelle?,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à une infection précédente de la varicelle. Il n'inclut pas d'histoires de virus de varicelle réactivé (VZV), c'est-à-dire des bardeaux.","Indiquez «oui», si cette condition existait avant l'admission avec cette maladie actuelle et reste une condition médicale active.",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medi_shingpast,Connu pour avoir déjà eu une ou plusieurs infections par le zona (herpès zoster) ?,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_mengpast,Épisode antérieur de méningite/encéphalite,"1, oui | 0, Non | 99, Inconnu",,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,1,0,0,,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_mengpast_type,Type d'épisode précédent,"1, infectieux | 2, non infectieux | 99, Inconnu",,,1,0,0,,,0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_mengpast_when,Quand s’est produit l’épisode précédent ?,"1, Au cours des 3 derniers mois | il y a 2, 3 à 12 mois | il y a 3, 1 à 5 ans | 4, il y a plus de 5 ans | 99, Inconnu",,,1,0,0,,,0
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviral,Antiviral,"1, oui | 0, non | 99, inconnu","Un agent antiviral désigne tout agent prescrit pour traiter ou prévenir les infections virales en interférant avec le cycle de réplication virale. Parmi les exemples d'inhibiteurs de la neuraminidase, on peut citer l'oseltamivir, la ribavirine, l'acyclovir et le lopinavir/ritonavir. Les préparations topiques ne sont pas incluses.",Indiquez « Oui » si le patient a pris un antiviral au cours des 14 jours précédant cette dernière admission/présentation.,1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviral_type,Antiviral,,"Un agent antiviral fait référence à tout (s) agent (s) prescrit pour traiter ou prévenir les infections virales en interférant avec le cycle de réplication virale. Des exemples d'inhibiteurs de neuraminidase comprennent l'oseltamivir, la ribavirine, l'acyclovir et le lopinavir / ritonavir. Les préparations topiques ne sont pas incluses.","Indiquez «oui», si le patient a pris un antiviral dans les 14 jours précédant cette dernière entrée / présentation",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviral_route,Voie d'administration antivirale,"1, Oral | 2, Inhalé | 3, IV | 4, Topique | 99, Inconnu","Cela fait référence à la partie du corps à travers laquelle ou dans laquelle, ou la manière dont le médicament (médicament) est introduit. Oral fait référence à l'administration par la bouche. Inhalé fait référence à l'administration par la route respiratoire (insufflation dans les voies respiratoires). IV (intraveineux) fait référence à l'administration dans la circulation sanguine par injection dans une veine. Le topique fait référence à l'administration par application des préparations de médicaments aux surfaces du corps, en particulier la peau ou les muqueuses.",Indiquez la voie d'administration pour l'agent antiviral.,1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviraldate,Date de début du traitement antiviral,,Il s'agit de la date à laquelle le traitement a été commencé / la première dose a été administrée.,Entrez la date au format JJ/MM/AAAA.,1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviralday,Nombre de jours antiviraux pris,,Comprend tous les jours civils au cours desquels une dose a été reçue ou a demandé de prendre en charge la prescription de décharge.,Entrez le nombre total de jours pour lesquels une dose a été reçue ou a demandé de prendre la prescription de décharge.,1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_steroid,Corticostéroïde,"1, Oui | 0, Non | 99, Inconnu","Les corticostéroïdes (communément appelés «stéroïdes») se réfèrent à tous les types de corticostéroïdes thérapeutiques, fabriqués dans le cortex surrénal (la partie extérieure de la glande surrénale). Ils sont également fabriqués en laboratoire. Les exemples comprennent: la prednisolone, la prednisone, la méthyl-prédnisolone, la dexaméthasone, l'hydrocortisone, la fluticasone, la bétamétasone. Les préparations topiques ne sont pas incluses, mais des préparations inhalées sont incluses.","Indiquez «oui», si le patient a pris un «stéroïde» dans les 14 jours précédant cette dernière admission / présentation",1,0,0,0,0,0
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_steroid_type,Corticostéroïde,,"Les corticostéroïdes (communément appelés «stéroïdes») se réfèrent à tous les types de corticostéroïdes thérapeutiques, fabriqués dans le cortex surrénal (la partie extérieure de la glande surrénale). Ils sont également fabriqués en laboratoire. Les exemples comprennent: la prednisolone, la prednisone, la méthyl-prédnisolone, la dexaméthasone, l'hydrocortisone, la fluticasone, la bétamétasone. Les préparations topiques ne sont pas incluses, mais des préparations inhalées sont incluses.","Indiquez «oui», si le patient a pris un «stéroïde» dans les 14 jours précédant cette dernière admission / présentation",1,0,0,0,0,
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_steroid_route,Voie d'administration des corticostéroïdes,"1, Oral | 2, Inhalé | 3, IV | 99, Inconnu","Il s'agit de la partie du corps par laquelle ou dans laquelle le médicament (médicament) est introduit, ou de la manière dont il est introduit. Par voie orale, on entend l'administration par la bouche. Par inhalation, on entend l'administration par voie respiratoire (insufflation dans les voies respiratoires). IV (intraveineux) désigne l'administration dans la circulation sanguine par injection dans une veine. Par voie topique, on entend l'administration par application de préparations médicamenteuses sur la surface du corps, en particulier la peau ou les muqueuses.",Indiquez la voie d'administration du corticostéroïde.,1,0,0,0,0,0
